id,source,link,mydate,category,listname
242,"Res","http://app.e2ma.net/app/view:CampaignPublic/id:3532.172699073/rid:725972edbc775bd75c398d4764659941","12/19/05 00:00:00","Music","Staff Favorites"
243,"AP Movie Critics","http://news.yahoo.com/s/ap/20051219/ap_en_mo/ye_top10_movies","12/19/05 00:00:00","Film","Top 10 Movies"
244,"San Francisco Chronicle","http://sfgate.com/cgi-bin/article.cgi?f=/c/a/2005/12/18/RVGQSG56SU1.DTL&type=books","12/19/05 00:00:00","Books","Best Books Of The Year"
245,"PopMatters","http://www.popmatters.com/music/best2005/electronic.shtml","12/19/05 00:00:00","Music","Best Electronic Albums"
246,"PopMatters","http://www.popmatters.com/music/best2005/jazz.shtml","12/19/05 00:00:00","Music","Best Jazz Albums"
247,"PopMatters","http://www.popmatters.com/music/best2005/cds1.shtml","12/19/05 00:00:00","Music","Best 50 Albums"
248,"PopMatters","http://www.popmatters.com/music/best2005/reissues1.shtml","12/19/05 00:00:00","Music","Best Reissues"
249,"PopMatters","http://www.popmatters.com/music/best2005/country.shtml","12/19/05 00:00:00","Music","Best Country Albums"
250,"Now Playing Magazine","http://www.nowplayingmag.com/content/view/2780/47/","12/20/05 00:00:00","Film","Best Of 2005: Anime"
251,"Rotten Tomatoes","http://www.rottentomatoes.com/features/special/2005/bombs_to_the_bomb/","12/20/05 00:00:00","Film","Bombs To The Bomb"
252,"Now Playing Magazine","http://www.nowplayingmag.com/content/view/2767/47/","12/20/05 00:00:00","Comics","Best Of 2005: Comics"
253,"Tech News World","http://www.technewsworld.com/story/47864.html","12/20/05 00:00:00","Online","Software & Hardware Battles Of 2005"
254,"About.com","http://politicalhumor.about.com/od/bushquotes/a/topbushisms2005.htm","12/20/05 00:00:00","People","Top 10 Bushisms"
255,"About.com","http://politicalhumor.about.com/od/stupidquotes/a/mediaquotes2005.htm","12/20/05 00:00:00","Media","20 Dumbest Media Quotes"
256,"About.com","http://politicalhumor.about.com/od/stupidquotes/a/dumbquotes2005.htm","12/20/05 00:00:00","Words","25 Dumbest Quotes"
257,"About.com","http://politicalhumor.about.com/od/funnyquotes/a/funnyquotes2005.htm","12/20/05 00:00:00","Words","25 Funniest Quotes"
258,"About.com","http://politicalhumor.about.com/library/images/blfunnypictures2005.htm","12/20/05 00:00:00","Photos","25 Funniest Political Pictures"
259,"About.com","http://politicalhumor.about.com/library/bldotcomedy2005.htm","12/20/05 00:00:00","Comedy","Political Dot-Comedy Awards"
260,"About.com","http://politicalhumor.about.com/od/funnyvideos/a/humorvideos2005.htm","12/20/05 00:00:00","Comedy","Top 10 Political Humor Videos"
261,"About.com","http://politicalhumor.about.com/od/funnyvideos/a/funnyvideos2005.htm","12/20/05 00:00:00","Comedy","10 Funniest Political Video Clips"
262,"Ad Age","http://www.adage.com/news.cms?newsId=47211","12/20/05 00:00:00","Media","10 Most Pathetic Media Meltdowns"
263,"Ad Age","http://www.adage.com/news.cms?newsId=47156","12/20/05 00:00:00","Advertising","Ten 2005 Ads America Won't See"
264,"Ad Age","http://www.adage.com/news.cms?newsId=47152","12/20/05 00:00:00","Advertising","10 Most-Watched Videos"
265,"Shoewawa","http://www.shoewawa.com/2005/12/chloe_crocs_sco.html","12/20/05 00:00:00","Miscellaneous","Shiny Style Shoe Awards"
266,"Washington Post","http://www.washingtonpost.com/wp-dyn/content/article/2005/12/19/AR2005121901900.html","12/20/05 00:00:00","Media","The Year In Magazines"
267,"Motor Trend","http://www.motortrend.com/features/news/2005/112_news051220_truck_of_the_year/","12/20/05 00:00:00","Automobiles","Truck Of The Year"
268,"Amy Campbell","http://blogs.law.harvard.edu/amy/2005/12/20#a171","12/20/05 00:00:00","Online","Top Ten Web Diversions"
269,"Pitchfork","http://www.pitchforkmedia.com/top/2005/","12/20/05 00:00:00","Music","Top 50 Albums"
270,"Pitchfork","http://www.pitchforkmedia.com/top/2005/singles/","12/20/05 00:00:00","Music","Top 50 Singles"
448,"Entertainment Weekly","http://www.ew.com/ew/article/commentary/0,6115,1142633_21||1141710_0_,00.html","12/28/05 00:00:00","DVD","Best And Worst DVDs"
449,"Entertainment Weekly","http://www.ew.com/ew/article/commentary/0,6115,1142634_5||1141710_0_,00.html","12/28/05 00:00:00","Books","Best And Worst Books"
450,"Seattle Weekly","http://www.seattleweekly.com/features/0552/051228_music_2005inthemix.php","12/28/05 00:00:00","Music","2005 In The Mix"
451,"Am I Annoying","http://www.amiannoying.com/(dor5ec3x2zkdcwvzshgdtlb2)/collection.aspx?collection=5556","12/28/05 00:00:00","People","100 Most Annoying"
452,"Am I Annoying","http://www.amiannoying.com/(dor5ec3x2zkdcwvzshgdtlb2)/collection.aspx?collection=5555","12/28/05 00:00:00","People","100 Least Annoying"
453,"Seattle Weekly","http://www.seattleweekly.com/features/0552/051228_film_what.php","12/28/05 00:00:00","Film","Year's Worst Miscues"
454,"Seattle Weekly","http://www.seattleweekly.com/features/0552/051228_news_geovparrish.php","12/28/05 00:00:00","Media","Media Follies"
455,"Seattle Weekly","http://www.seattleweekly.com/features/0552/051228_film_10bestfilms.php","12/28/05 00:00:00","Film","10 Best Films"
456,"Elbo.ws","http://elbo.ws/toptracks/","12/28/05 00:00:00","Music","Top Tracks"
457,"Times-Leader","http://www.timesleader.com/mld/timesleader/entertainment/13496435.htm","12/28/05 00:00:00","Music","The best CDs Of 2005"
458,"Stylus","http://www.stylusmagazine.com/feature.php?ID=2062","12/28/05 00:00:00","Music","Top 10 Labels"
459,"Six Shot","http://www.sixshot.com/articles/5748/","12/28/05 00:00:00","Music","Hip-Hop Overview"
460,"Orlando Sun-Sentinel","http://www.sun-sentinel.com/features/lifestyle/sfl-bestpopalbumsdec28,0,1360641.story?coll=sfla-features-headlines","12/28/05 00:00:00","Music","The Top 10 albums"
461,"Music Emissions","http://www.musicemissions.com/features/other/2005_best_of.php","12/28/05 00:00:00","Music","Top 10 Albums"
462,"Exclaim.ca","http://www.exclaim.ca/index.asp?layid=22&csid1=4618","12/28/05 00:00:00","Music","The Best Albums"
463,"City Paper","http://www.citypaper.com/special/story.asp?id=11241","12/28/05 00:00:00","Music","The Year In Music"
464,"City Paper","http://www.citypaper.com/special/story.asp?id=11252","12/28/05 00:00:00","Music","Favorite Albums"
465,"City Paper","http://www.citypaper.com/special/story.asp?id=11251","12/28/05 00:00:00","Music","Top 40 Singles"
466,"Village Voice","http://www.villagevoice.com/music/0552,chinen,71319,22.html","12/28/05 00:00:00","Music","10 Really Good Jazz Albums"
467,"Village Voice","http://www.villagevoice.com/music/0552,hull,71318,22.html","12/28/05 00:00:00","Music","Top 10 Jazz Albums"
468,"Village Voice","http://www.villagevoice.com/music/0552,davis,71317,22.html","12/28/05 00:00:00","Music","Top 10 Jazz Albums"
469,"Editor & Publisher","http://www.mediainfo.com/eandp/news/article_display.jsp?vnu_content_id=1001737158","12/28/05 00:00:00","Media","Top 10 Newspaper Industry Stories"
470,"Kottke.org","http://www.kottke.org/05/12/the-best-links-2005","12/28/05 00:00:00","Online","The Best Links"
471,"National Geographic","http://news.nationalgeographic.com/news/2005/12/1219_051219_topten_news.html","12/28/05 00:00:00","Science","Top 10 News Stories"
472,"Reality Blurred","http://www.realityblurred.com/realitytv/archives/reality_blurred/2005_Dec_28_year_2005","12/28/05 00:00:00","TV","The Year In Reality TV"
473,"Big Yawn","http://www.bigyawn.net/features/top50-2005.htm","12/29/05 00:00:00","Music","Top 50 Albums"
474,"FoxNews","http://www.foxnews.com/story/0,2933,180036,00.html","12/29/05 00:00:00","Media","Top Political Stories"
475,"Baltimore Sun","http://www.baltimoresun.com/entertainment/bal-li.music29dec29,1,7958784.story","12/29/05 00:00:00","Music","Year's Best Albums"
476,"ABCNews.com","http://abcnews.go.com/Entertainment/WolfFiles/story?id=236498","12/29/05 00:00:00","Media","Top 10 Wolf Files"
477,"ABCNews.com","http://abcnews.go.com/US/YearInReview/popup?id=1410042","12/29/05 00:00:00","Photos","Year In Pictures"
534,"Entertainment Weekly","http://www.ew.com/ew/article/commentary/0,6115,1143870_3||1141710|0_0_,00.html","12/29/05 00:00:00","TV","10 Grossest Things We Saw On TV"
535,"Regret The Error","http://www.regrettheerror.com/2005/12/crunks_05_the_y.html","12/29/05 00:00:00","Media","The Year In Corrections"
536,"The Big Picture","http://bigpicture.typepad.com/comments/2005/12/a_different_kin.html","12/29/05 00:00:00","Music","The Anti-""Best of 2005"""
537,"Seattle PI","http://seattlepi.nwsource.com/tv/253696_tv29.html","12/29/05 00:00:00","TV","Year In Television"
538,"GroceryLists.org","http://www.grocerylists.org/top10/","12/29/05 00:00:00","Miscellaneous","Top 10 Grocery Lists"
539,"New Media Musings","http://www.newmediamusings.com/blog/2005/12/the_transformat.html","12/29/05 00:00:00","Online","Top 10 Tech Transformations"
540,"AlterNet","http://alternet.org/story/30157/","12/29/05 00:00:00","Miscellaneous","The Ten Best Top-Ten Lists"
541,"Birdsource","http://gbbc.birdsource.org/gbbcApps/top10","12/29/05 00:00:00","Miscellaneous","Most Frequently Reported Birds"
542,"Sophos","http://www.sophos.com/virusinfo/topten/200512summary.html","12/29/05 00:00:00","Online","Top 10 Viruses"
543,"Babycenter","http://www.babycenter.com/general/babynaming/pregnancy/1459832.html","12/29/05 00:00:00","Miscellaneous","Top 10 Baby Names"
544,"Popular Science","http://www.popsci.com/popsci/science/806ffb24a5f27010vgnvcm1000004eecbccdrcrd.html","12/29/05 00:00:00","Science","
The Worst Jobs In Science"
545,"Physorg.com","http://www.physorg.com/news8870.html","12/29/05 00:00:00","Science","Top 10 Strangest And Funniest Data Disasters"
546,"FBI","http://www.fbi.gov/mostwant/topten/fugitives/fugitives.htm","12/29/05 00:00:00","Miscellaneous","Ten Most Wanted"
547,"NBC Sports","http://msnbc.msn.com/id/10545197/","12/29/05 00:00:00","Sports","Top Moments"
548,"MSNBC.com","http://msnbc.msn.com/id/10533873/","12/29/05 00:00:00","Film","Top 10 Films"
549,"MSNBC.com","http://msnbc.msn.com/id/10617986/","12/29/05 00:00:00","Film","The 10 Best Movie Scenes"
550,"Billboard","http://billboard.com/bbcom/yearend/2005/news/jan.jsp","12/29/05 00:00:00","Music","The Year In News"
551,"Billboard","http://billboard.com/bbcom/yearend/2005/touring/index.jsp","12/29/05 00:00:00","Music","The Year In Touring"
552,"Billboard","http://billboard.com/bbcom/yearend/2005/top10/index.jsp","12/29/05 00:00:00","Music","Critics' & Artist' Choices"
553,"Billboard","http://billboard.com/bbcom/yearend/2005/charts/index.jsp","12/29/05 00:00:00","Music","The Year In Charts"
554,"USA Today's Pop Candy","http://blogs.usatoday.com/popcandy/2005/12/my_top_100_peop.html","12/29/05 00:00:00","People","Top 100 People"
555,"Stereogum","http://www.stereogum.com/archives/002180.html","12/29/05 00:00:00","Music","Top 20 Albums"
556,"Cox News Service","http://www.rockymounttelegram.com/featr/content/shared/entertainment/stories/TOP_TEN_LISTS_1229_COX.html","12/30/05 00:00:00","Miscellaneous","A Top 10 List Of Top 10 Lists"
557,"Forbes","http://msnbc.msn.com/id/10387451","12/30/05 00:00:00","Toys","Most Expensive Toys"
558,"CarBuyingTips.com","http://www.carbuyingtips.com/scams.htm","12/30/05 00:00:00","Automobiles","Top 10 Car Dealer Scams"
559,"Family Media Guide","http://www.familymediaguide.com/features/editorspicks/violenceunderthetree.html","12/30/05 00:00:00","Games","Top 20 Ultra-Violent Video Games"
560,"Il Pozzo di Cabal","http://cabaldixit.blogspot.com/2005/12/italian-blog-music-awards-2005.html","12/30/05 00:00:00","Music","Italian Blog Music Awards"
561,"Human Society","http://www.hsus.org/press_and_publications/press_releases/hsus_top_12_animal_stories_of.html","12/30/05 00:00:00","Miscellaneous","Top 12 Animal Stories"
562,"Entertainment Weekly","http://www.ew.com/ew/article/commentary/0,6115,1144702_4_0_,00.html
","12/30/05 00:00:00","Musicvideos","10 Best Music Videos"
563,"Wall Street Journal","http://online.wsj.com/public/resources/documents/info-yepic0512-29.html","12/30/05 00:00:00","Photos","Images From Biggest News Events"
271,"Travelers Diagram","http://travelersdiagram.com/archive/2005_12_18_archive.html","12/20/05 00:00:00","Music","Top 10 Concerts"
272,"A.O.T.Y.","http://ahoythere05.blogspot.com/","12/20/05 00:00:00","People","Asshole Of The Year"
273,"Rolling Stone","http://www.rollingstone.com/special/8952414","12/21/05 00:00:00","Music","Top 50 Records"
274,"New York Magazine","http://newyorkmetro.com/nymetro/arts/cultureawards/15299/index.html","12/21/05 00:00:00","People","New Yorkers Of The Year"
275,"New York Magazine","http://newyorkmetro.com/nymetro/arts/cultureawards/15297/index.html","12/21/05 00:00:00","Film","Best Movies"
276,"New York Magazine","http://newyorkmetro.com/nymetro/arts/cultureawards/15294/index.html","12/21/05 00:00:00","Art","Best Artists"
277,"New York Magazine","http://newyorkmetro.com/nymetro/arts/cultureawards/15288/index.html","12/21/05 00:00:00","Theater","Best Theater"
278,"New York Magazine","http://newyorkmetro.com/nymetro/arts/cultureawards/15287/index.html","12/21/05 00:00:00","TV","Best TV"
279,"New York Magazine","http://newyorkmetro.com/nymetro/arts/cultureawards/15295/index.html","12/21/05 00:00:00","Books","Best Books"
280,"New York Magazine","http://newyorkmetro.com/nymetro/arts/cultureawards/15286/index.html","12/21/05 00:00:00","Music","Best Music"
281,"Rolling Stone","http://www.rollingstone.com/special/8952417","12/21/05 00:00:00","People","The Maverick's Of '05"
282,"Rolling Stone","http://www.rollingstone.com/news/story/_/id/8952409","12/21/05 00:00:00","Film","10 Best Movies Of 2005"
283,"Rolling Stone","http://www.rollingstone.com/special/8877835","12/21/05 00:00:00","Music","Hip-Hop 2005"
284,"Google","http://www.google.com/press/zeitgeist2005.html","12/21/05 00:00:00","Words","Google Zeitgeist"
285,"National Geographic","http://news.nationalgeographic.com/news/2005/12/1216_051216_top_video.html","12/21/05 00:00:00","Online","Top Ten Videos"
286,"San Francisco Chronicle","http://www.sfgate.com/cgi-bin/article.cgi?f=/c/a/2005/12/04/CMWINE04INTRO.DTL","12/21/05 00:00:00","Food","Top 100 Wines"
287,"Article Dashboard","http://www.articledashboard.com/Article/Top-10-Innovative-Web-2-0-Applications-of-2005/10891","12/21/05 00:00:00","Online","Top 10 Innnovative Web 2.0 Applications"
288,"Jay Is Games","http://jayisgames.com/best_of_2005.php","12/21/05 00:00:00","Games","Best Web Games"
289,"GameSpy","http://goty.gamespy.com/2005/","12/21/05 00:00:00","Games","Games Of The Year"
290,"Salon","http://www.salon.com/books/feature/2005/12/19/best_of/index_np.html","12/21/05 00:00:00","Books","Top 10 Books Of The Year"
291,"Fast Company","http://www.fastcompany.com/slideshow/slideviewer.cgi?list=hollywood-minds&refresh=8","12/21/05 00:00:00","Film","10 Hottest Minds In Hollywood"
292,"New York Times","http://www.nytimes.com/2005/12/21/arts/music/21jazz.html","12/21/05 00:00:00","Music","Best Jazz"
293,"WXnation.com","http://www.wxnation.com/bigevents/2005.html","12/21/05 00:00:00","Miscellaneous","Top 40 Weather Days"
294,"Tiny Mix Tape","http://www.tinymixtapes.com/year2005/article-2005_tiny_mix_tape.htm","12/21/05 00:00:00","Music","Best Songs of 2005"
295,"Tiny Mix Tape","http://www.tinymixtapes.com/year2005/article-album_covers.htm","12/21/05 00:00:00","Music","Top 20 Album Covers"
296,"Tiny Mix Tape","http://www.tinymixtapes.com/year2005/article-watch_enough_movies.htm","12/21/05 00:00:00","Film","Definitive Guide To Music Movies"
297,"Tiny Mix Tape","http://www.tinymixtapes.com/","12/21/05 00:00:00","Music","Top 25 Albums"
298,"Language Monitor","http://www.languagemonitor.com/wst_page15.html","12/22/05 00:00:00","Media","Top Global Media Stories"
299,"SXSW","http://2006.sxsw.com/film/","12/22/05 00:00:00","Film","Top 5 Films"
300,"Reuters","http://photos.reuters.com/Pictures/galleries/showcases/showcase_slide.asp?storyID=632702912668906250&urlStr=/pictures/&directory=/configData/Pictures/&edition=US","12/22/05 00:00:00","Photos","Pictures Of The Year"
301,"ZDNet.com","http://blogs.zdnet.com/web2explorer/?p=80&tag=nl.e540","12/22/05 00:00:00","Online","Top Ten Web 2.0 Moments"
302,"ZDNet.com","http://blogs.zdnet.com/emergingtech/index.php?p=112&tag=nl.e540","12/22/05 00:00:00","Science","Top 10 Little-Known Science Stories"
303,"ZDNet.com","http://blogs.zdnet.com/Spyware/?p=729&tag=nl.e540","12/22/05 00:00:00","Online","Top 10 Spyware Tricks"
304,"ZDNet.com","http://reviews-zdnet.com.com/4520-6452_16-6406068-1.html?tag=nl.e540","12/22/05 00:00:00","Gadgets","Weirdest Tech"
305,"NPR's All Things Considered","http://www.npr.org/programs/asc/archives/bestof2005/","12/22/05 00:00:00","Music","Best Music Of 2005"
306,"Eye.net","http://www.eye.net/eye/issue/issue_12.22.05/music/totallywired.html","12/22/05 00:00:00","Online","Best Web Links"
307,"News.com.au","http://entertainment.news.com.au/story/0,10221,17641806-5002081,00.html","12/22/05 00:00:00","Music","Year's Worst Music"
308,"Chattanooga Pulse","Top Ten Songs","12/22/05 00:00:00","Music","Top Ten Songs"
309,"Bookfinder.com","http://journal.bookfinder.com/#a000232","12/22/05 00:00:00","Books","Top 10 Out-Of-Print Books"
